time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,category,participant,set,labelBenchPress,labelDeadlift,labelOHP,labelRow,labelSquat,labelRest
2019-01-18 18:28:39.800,-0.111333333333,0.941,-0.234333333333,2.2074,-4.2196,-1.0366,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:40.000,-0.1075,0.9985,-0.2235,-1.5854,-8.439,12.2318,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:40.200,-0.108,1.16866666667,-0.24,-4.7804,-4.8536,-3.3536,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:40.400,-0.128,1.1765,-0.2255,5.1342,3.8904,-12.8536,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:40.600,-0.133,0.979,-0.211666666667,-8.8782,2.195,2.134,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:40.800,-0.108,0.9345,-0.1705,-33.5002,5.244,22.683,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:41.000,-0.0476666666667,0.710666666667,-0.127666666667,-0.5366,-10.3172,3.4634,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:41.200,-0.032,1.029,-0.0915,4.622,-2.939,-0.6586,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:41.400,-0.05,0.884333333333,-0.106,9.5608,-0.0244,-6.378,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:41.600,-0.069,0.8395,-0.15,23.9268,-0.8416,-9.7682,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:41.800,-0.0986666666667,0.916333333333,-0.220666666667,12.3902,-1.0976,-8.7926,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:42.000,-0.1285,0.981,-0.227,-2.6586,-7.7316,6.6462,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:42.200,-0.145666666667,1.13533333333,-0.215666666667,1.0244,-5.561,7.622,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:42.400,-0.1555,1.2045,-0.2425,2.7072,0.6222,-8.6828,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:42.600,-0.125,1.009,-0.234,-7.3414,2.4146,-0.0608,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:42.800,-0.1,0.945,-0.167,-22.3658,0.7928,14.6828,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:43.000,-0.0443333333333,0.723,-0.14,-12.9268,-2.1464,12.866,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:43.200,-0.0365,1.0015,-0.099,6.1584,-5.2074,-1.9514,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:43.400,-0.0476666666667,0.97,-0.101,1.4512,0.6708,-2.0856,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:43.600,-0.0455,0.803,-0.131,18.6342,-3.378,-9.4756,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:43.800,-0.0833333333333,0.853,-0.190666666667,23.317,-0.0364,-6.0366,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:44.000,-0.107,0.9475,-0.239,2.7316,-7.0122,-0.7926,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:44.200,-0.110666666667,1.08533333333,-0.241,-5.2684,-8.061,9.5976,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:44.400,-0.1405,1.2835,-0.2345,6.0486,-2.0974,-5.9512,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:44.600,-0.132666666667,1.05933333333,-0.221333333333,-5.9634,6.122,-12.6098,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:44.800,-0.138,0.9285,-0.1875,-16.5852,-1.939,8.7072,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:45.000,-0.091,0.814666666667,-0.142333333333,-22.6708,8.2072,21.0732,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:45.200,-0.0485,0.829,-0.137,6.3782,-10.4392,-0.1098,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:45.400,-0.0496666666667,0.976,-0.102666666667,6.9878,-2.2682,1.2318,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:45.600,-0.047,0.8505,-0.1445,9.817,-2.451,-6.8658,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:45.800,-0.0653333333333,0.83,-0.187,21.1706,-1.3902,-14.0246,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:46.000,-0.124,0.951,-0.2345,2.8902,-7.5976,-4.1218,half,A,1,1,0,0,0,0,0
